user_id,group,revenue,clicked,converted,retained_7d,complained,segment,device,country
clean_win_treatment_01839,treatment,9.7,0,0,0,0,returning_user,ios,DE
clean_win_treatment_00527,treatment,10.11,0,0,0,0,returning_user,android,US
clean_win_treatment_00492,treatment,9.97,1,0,1,0,returning_user,web,DE
clean_win_control_01971,control,12.53,0,0,1,0,returning_user,ios,US
clean_win_control_00400,control,12.28,0,0,0,0,returning_user,web,CA
clean_win_treatment_00596,treatment,11.57,1,0,0,0,returning_user,web,CA
clean_win_control_00922,control,8.11,0,0,0,0,returning_user,android,DE
clean_win_treatment_01043,treatment,10.21,1,0,0,0,returning_user,web,US
clean_win_treatment_00188,treatment,11.25,0,0,0,0,new_user,web,GB
clean_win_treatment_00886,treatment,11.24,0,0,1,0,returning_user,android,US
clean_win_treatment_00958,treatment,9.75,0,0,1,0,new_user,android,GB
clean_win_control_01383,control,10.32,1,0,0,0,high_value,android,CA
clean_win_treatment_00231,treatment,11.49,0,0,0,0,new_user,web,DE
clean_win_control_01992,control,12.01,1,0,0,0,returning_user,web,CA
clean_win_treatment_00777,treatment,10.17,1,0,0,0,high_value,ios,DE
clean_win_control_00310,control,6.89,0,0,1,0,returning_user,android,DE
clean_win_control_01276,control,10.81,0,0,1,0,new_user,web,US
clean_win_treatment_00890,treatment,11.89,0,0,1,0,new_user,android,GB
clean_win_control_00588,control,9.56,0,0,0,0,new_user,android,CA
clean_win_treatment_01336,treatment,11.21,1,0,1,0,new_user,web,GB
clean_win_treatment_00408,treatment,11.45,0,0,1,0,returning_user,ios,GB
clean_win_treatment_00700,treatment,10.69,1,0,0,0,high_value,ios,US
clean_win_treatment_00676,treatment,8.19,0,0,1,0,new_user,ios,DE
clean_win_treatment_01335,treatment,11.07,0,0,1,0,returning_user,web,CA
clean_win_control_01711,control,10.16,1,0,0,0,returning_user,ios,CA
clean_win_control_00348,control,10.18,0,0,1,0,new_user,android,US
clean_win_control_00332,control,10.04,1,0,1,0,returning_user,web,CA
clean_win_control_01580,control,11.63,0,0,0,0,returning_user,web,CA
clean_win_control_00800,control,10.48,1,0,0,0,new_user,ios,US
clean_win_control_01326,control,6.95,0,0,1,0,returning_user,ios,GB
clean_win_treatment_01206,treatment,8.05,0,0,1,0,high_value,ios,GB
clean_win_control_00357,control,9.24,0,0,1,0,new_user,ios,GB
clean_win_control_00665,control,10.27,0,0,0,0,new_user,ios,GB
clean_win_treatment_00369,treatment,11.03,0,0,1,0,returning_user,ios,US
clean_win_control_01301,control,11.9,1,0,1,0,returning_user,android,US
clean_win_treatment_01791,treatment,8.78,0,0,1,0,returning_user,android,US
clean_win_treatment_01171,treatment,10.07,0,0,1,0,returning_user,ios,DE
clean_win_treatment_01502,treatment,11.21,0,0,1,0,new_user,web,US
clean_win_treatment_01733,treatment,10.94,1,0,1,0,high_value,web,US
clean_win_treatment_00258,treatment,10.19,1,0,1,0,returning_user,android,CA
clean_win_treatment_01244,treatment,12.07,0,0,0,0,new_user,ios,DE
clean_win_treatment_00829,treatment,11.62,0,0,1,0,returning_user,web,GB
clean_win_control_01803,control,13.57,1,0,1,0,high_value,android,GB
clean_win_treatment_00843,treatment,12.36,0,0,0,0,new_user,web,GB
clean_win_treatment_01666,treatment,8.6,0,0,0,0,returning_user,ios,US
clean_win_treatment_00862,treatment,9.2,0,0,0,0,returning_user,ios,GB
clean_win_treatment_00458,treatment,10.34,0,0,1,0,high_value,ios,GB
clean_win_control_00814,control,9.17,0,0,1,0,returning_user,ios,CA
clean_win_treatment_00602,treatment,8.0,0,0,1,0,returning_user,android,GB
clean_win_treatment_01416,treatment,13.29,0,0,1,0,returning_user,android,CA
clean_win_control_00012,control,8.89,0,0,0,0,returning_user,ios,GB
clean_win_treatment_00265,treatment,8.44,0,0,1,0,returning_user,ios,CA
clean_win_control_00476,control,10.98,1,0,1,0,returning_user,web,US
clean_win_treatment_00907,treatment,11.64,0,0,1,0,high_value,ios,US
clean_win_control_00961,control,8.97,0,0,0,0,new_user,ios,US
clean_win_control_01229,control,10.79,0,0,0,0,returning_user,web,DE
clean_win_control_00619,control,12.24,0,0,1,0,returning_user,web,GB
clean_win_treatment_01084,treatment,9.56,0,0,0,0,returning_user,web,US
clean_win_treatment_00002,treatment,12.07,1,0,0,0,returning_user,ios,DE
clean_win_treatment_01292,treatment,10.72,1,0,0,0,new_user,ios,DE
clean_win_treatment_00462,treatment,9.35,0,0,1,0,returning_user,android,US
clean_win_treatment_01325,treatment,11.72,1,0,0,0,high_value,ios,CA
clean_win_treatment_00038,treatment,10.93,1,0,0,0,returning_user,ios,CA
clean_win_treatment_00168,treatment,7.93,0,0,1,1,new_user,web,US
clean_win_treatment_01732,treatment,10.53,0,0,0,0,high_value,ios,CA
clean_win_control_00564,control,8.08,0,0,0,0,returning_user,android,DE
clean_win_control_01243,control,10.64,0,0,0,0,new_user,android,DE
clean_win_control_01365,control,9.41,0,0,1,0,new_user,ios,DE
clean_win_treatment_00697,treatment,12.0,0,1,1,0,high_value,ios,GB
clean_win_control_00201,control,10.98,1,0,0,0,new_user,web,GB
clean_win_treatment_00752,treatment,9.26,0,0,1,0,new_user,web,US
clean_win_treatment_01506,treatment,9.81,0,0,0,0,new_user,android,DE
clean_win_control_00030,control,10.67,0,0,1,0,high_value,web,CA
clean_win_treatment_00794,treatment,9.74,1,0,0,0,new_user,ios,GB
clean_win_treatment_01521,treatment,8.81,0,0,0,0,high_value,android,US
clean_win_control_00456,control,11.21,1,0,0,0,returning_user,web,GB
clean_win_control_00369,control,12.19,0,0,1,0,high_value,ios,DE
clean_win_control_01323,control,9.49,0,0,1,0,returning_user,android,US
clean_win_control_00117,control,14.36,0,0,1,0,new_user,web,US
clean_win_treatment_01129,treatment,9.13,0,0,1,0,new_user,android,GB
clean_win_control_00968,control,9.38,0,0,1,0,returning_user,ios,CA
clean_win_treatment_01490,treatment,10.94,0,0,1,0,returning_user,web,US
clean_win_control_01220,control,10.64,1,0,1,0,high_value,ios,US
clean_win_treatment_01864,treatment,9.97,0,0,1,0,new_user,ios,GB
clean_win_treatment_01225,treatment,10.28,0,0,0,0,new_user,web,GB
clean_win_control_00915,control,10.21,0,0,1,0,returning_user,android,DE
clean_win_control_00798,control,8.61,0,0,0,0,returning_user,android,US
clean_win_treatment_01154,treatment,11.7,1,0,1,0,high_value,web,DE
clean_win_treatment_01670,treatment,12.36,0,0,1,0,new_user,android,DE
clean_win_control_00830,control,11.73,0,0,0,0,returning_user,web,CA
clean_win_control_01949,control,10.25,0,0,0,0,returning_user,ios,DE
clean_win_control_00832,control,11.37,0,0,0,0,returning_user,web,CA
clean_win_treatment_01457,treatment,12.86,0,0,1,0,high_value,ios,DE
clean_win_treatment_01853,treatment,11.09,0,0,0,0,new_user,android,DE
clean_win_control_01800,control,10.06,0,0,1,0,new_user,ios,CA
clean_win_control_01211,control,8.45,1,1,0,0,new_user,web,US
clean_win_control_01610,control,8.41,1,0,1,0,high_value,android,GB
clean_win_control_01356,control,9.15,0,0,0,0,returning_user,android,US
clean_win_treatment_01917,treatment,10.67,0,0,0,0,returning_user,android,US
clean_win_control_01680,control,8.88,0,0,0,0,returning_user,web,CA
clean_win_control_00368,control,9.88,1,1,0,0,returning_user,ios,US
clean_win_control_01327,control,10.65,0,0,0,0,high_value,android,GB
clean_win_treatment_00881,treatment,11.19,0,0,1,0,returning_user,android,GB
clean_win_treatment_00867,treatment,11.16,0,1,0,0,new_user,ios,CA
clean_win_treatment_01401,treatment,9.8,0,0,1,0,new_user,android,DE
clean_win_treatment_00831,treatment,13.46,0,0,0,0,returning_user,android,US
clean_win_treatment_01915,treatment,10.15,0,0,1,0,new_user,ios,CA
clean_win_control_01400,control,8.71,0,0,0,0,high_value,android,CA
clean_win_treatment_00491,treatment,9.85,1,0,0,0,high_value,ios,US
clean_win_control_00308,control,9.8,0,0,1,0,returning_user,android,US
clean_win_control_00966,control,7.72,0,0,1,0,new_user,ios,US
clean_win_control_01209,control,9.87,1,0,0,0,high_value,ios,CA
clean_win_control_00000,control,10.95,0,0,0,0,returning_user,ios,DE
clean_win_control_00037,control,9.3,0,1,0,0,new_user,ios,US
clean_win_control_00843,control,9.41,1,0,0,0,returning_user,web,CA
clean_win_treatment_01534,treatment,9.49,0,0,0,0,high_value,web,GB
clean_win_control_01895,control,10.39,1,0,0,0,high_value,android,DE
clean_win_treatment_00232,treatment,10.09,1,0,0,0,new_user,android,US
clean_win_control_01752,control,10.83,0,0,0,0,high_value,web,CA
clean_win_control_00327,control,9.08,0,0,0,0,returning_user,android,CA
clean_win_control_01106,control,10.77,0,0,1,0,new_user,ios,GB
clean_win_control_00696,control,11.24,0,0,1,0,new_user,android,US
clean_win_control_01359,control,12.51,0,0,0,0,high_value,ios,CA
clean_win_treatment_00246,treatment,10.62,1,0,0,0,returning_user,web,CA
clean_win_treatment_00471,treatment,11.04,0,0,1,0,new_user,android,DE
clean_win_control_01669,control,10.19,1,0,1,0,returning_user,android,GB
clean_win_control_01064,control,8.8,0,0,0,0,new_user,android,US
clean_win_control_00266,control,10.74,0,1,0,0,returning_user,ios,DE
clean_win_control_01756,control,10.62,0,0,0,0,returning_user,web,GB
clean_win_control_01496,control,10.39,0,0,0,0,returning_user,ios,GB
clean_win_control_00920,control,7.51,0,0,1,0,returning_user,ios,US
clean_win_control_01469,control,6.92,0,1,1,0,returning_user,web,DE
clean_win_treatment_01444,treatment,9.58,0,0,0,0,returning_user,android,GB
clean_win_treatment_01013,treatment,9.63,0,0,1,0,new_user,ios,DE
clean_win_control_01078,control,9.34,1,0,0,0,new_user,web,CA
clean_win_treatment_01827,treatment,12.15,1,0,1,0,returning_user,ios,US
clean_win_control_01656,control,11.07,0,0,0,0,returning_user,web,CA
clean_win_treatment_01675,treatment,10.59,0,0,0,0,new_user,web,CA
clean_win_control_00454,control,9.54,0,0,0,0,returning_user,ios,US
clean_win_control_00928,control,8.97,0,0,0,0,new_user,ios,DE
clean_win_treatment_01982,treatment,10.09,0,0,0,0,new_user,android,US
clean_win_control_00398,control,9.82,0,0,1,0,new_user,ios,US
clean_win_treatment_01167,treatment,8.78,0,1,1,0,high_value,android,GB
clean_win_control_00371,control,10.18,1,0,1,0,high_value,android,DE
clean_win_control_00729,control,9.27,0,0,1,0,returning_user,ios,US
clean_win_treatment_01314,treatment,12.21,0,0,0,0,high_value,ios,CA
clean_win_treatment_01505,treatment,10.76,0,1,1,0,returning_user,ios,GB
clean_win_treatment_01792,treatment,10.0,0,0,1,0,high_value,android,US
clean_win_control_01720,control,7.28,0,0,0,0,new_user,android,GB
clean_win_control_01856,control,10.33,0,0,0,0,returning_user,ios,GB
clean_win_control_01716,control,7.44,1,0,1,0,returning_user,web,DE
clean_win_control_01566,control,10.52,0,0,0,0,new_user,android,GB
clean_win_control_01259,control,11.33,0,0,1,0,new_user,ios,CA
clean_win_treatment_00842,treatment,10.07,0,0,0,0,high_value,web,DE
clean_win_treatment_01884,treatment,10.82,0,0,0,0,returning_user,android,US
clean_win_treatment_00095,treatment,8.97,1,0,1,0,high_value,web,GB
clean_win_control_00789,control,10.99,1,0,0,0,returning_user,android,CA
clean_win_control_01542,control,10.72,0,0,0,0,new_user,web,GB
clean_win_treatment_00482,treatment,12.21,0,1,1,0,returning_user,web,US
clean_win_treatment_01760,treatment,10.36,1,0,1,0,high_value,web,US
clean_win_treatment_00744,treatment,12.18,0,0,0,0,high_value,android,US
clean_win_control_01875,control,11.36,0,0,1,0,high_value,android,GB
clean_win_treatment_00506,treatment,11.96,1,0,0,0,returning_user,android,US
clean_win_control_01935,control,8.92,0,0,0,0,high_value,android,CA
clean_win_treatment_01848,treatment,8.54,0,0,0,0,new_user,android,DE
clean_win_control_00002,control,8.15,1,0,0,0,new_user,ios,CA
clean_win_treatment_00574,treatment,11.96,0,0,1,0,returning_user,ios,DE
clean_win_control_01511,control,10.96,0,0,0,0,returning_user,web,DE
clean_win_treatment_00175,treatment,10.5,0,0,0,0,new_user,web,US
clean_win_control_00084,control,9.29,1,0,0,0,returning_user,android,DE
clean_win_treatment_01906,treatment,12.59,0,0,0,0,new_user,web,DE
clean_win_control_00705,control,10.54,0,0,1,1,returning_user,ios,US
clean_win_control_00163,control,9.94,0,0,1,0,new_user,android,US
clean_win_control_00383,control,8.64,1,0,0,0,returning_user,android,CA
clean_win_control_01541,control,10.1,0,0,0,0,high_value,web,GB
clean_win_treatment_00249,treatment,10.46,1,0,0,0,new_user,web,CA
clean_win_control_01065,control,11.36,0,0,0,0,returning_user,android,DE
clean_win_treatment_00706,treatment,11.5,0,1,1,1,high_value,web,US
clean_win_control_01792,control,10.19,0,0,0,0,new_user,android,CA
clean_win_control_00396,control,7.5,0,0,1,0,returning_user,android,GB
clean_win_control_00935,control,9.88,0,0,0,0,new_user,ios,GB
clean_win_treatment_00143,treatment,10.53,1,0,0,0,new_user,android,GB
clean_win_treatment_01293,treatment,9.58,0,0,0,0,returning_user,web,DE
clean_win_treatment_01714,treatment,10.63,1,0,0,0,high_value,web,DE
clean_win_treatment_01877,treatment,10.26,0,1,0,0,returning_user,android,US
clean_win_control_01549,control,11.47,0,0,0,0,high_value,web,DE
clean_win_treatment_01687,treatment,12.03,0,0,0,0,returning_user,android,CA
clean_win_control_00373,control,10.64,0,0,0,0,high_value,web,GB
clean_win_treatment_01221,treatment,10.02,0,0,0,0,new_user,android,CA
clean_win_treatment_00914,treatment,11.42,0,0,0,0,high_value,web,CA
clean_win_treatment_00555,treatment,10.7,0,0,0,0,high_value,android,DE
clean_win_treatment_00399,treatment,12.17,0,0,1,0,new_user,ios,DE
clean_win_treatment_01878,treatment,12.37,0,0,0,0,returning_user,ios,US
clean_win_treatment_00427,treatment,10.55,0,0,0,0,new_user,web,US
clean_win_control_01983,control,9.01,0,0,0,0,returning_user,android,CA
clean_win_control_00347,control,9.35,0,0,0,0,new_user,ios,GB
clean_win_treatment_00279,treatment,10.58,0,0,1,0,high_value,web,GB
clean_win_treatment_00297,treatment,10.25,0,0,1,0,high_value,ios,GB
clean_win_treatment_00424,treatment,11.26,0,0,0,0,returning_user,web,US
clean_win_treatment_01648,treatment,9.79,0,0,0,0,new_user,web,US
clean_win_treatment_01035,treatment,10.62,1,0,0,0,new_user,ios,US
clean_win_control_01910,control,9.66,0,0,1,0,returning_user,ios,CA
clean_win_treatment_01574,treatment,12.73,0,0,1,0,returning_user,ios,DE
clean_win_control_00268,control,8.89,0,0,0,0,returning_user,web,DE
clean_win_treatment_00032,treatment,11.27,0,0,0,0,new_user,android,DE
clean_win_treatment_00086,treatment,10.54,0,0,0,0,new_user,android,DE
clean_win_control_00717,control,8.06,0,0,1,0,new_user,android,US
clean_win_treatment_01173,treatment,10.47,0,0,0,0,high_value,android,CA
clean_win_treatment_00817,treatment,8.86,0,0,1,0,new_user,web,GB
clean_win_treatment_01738,treatment,9.55,0,0,1,0,returning_user,web,GB
clean_win_control_01033,control,11.58,1,0,1,0,new_user,ios,GB
clean_win_control_01477,control,10.82,0,0,0,0,returning_user,ios,GB
clean_win_treatment_00135,treatment,11.49,1,0,1,0,new_user,ios,CA
clean_win_treatment_01583,treatment,10.74,0,0,1,0,high_value,android,CA
clean_win_treatment_00186,treatment,10.25,0,0,1,0,new_user,web,US
clean_win_treatment_00469,treatment,10.7,0,0,1,0,returning_user,ios,US
clean_win_treatment_00610,treatment,12.16,0,0,0,0,returning_user,web,CA
clean_win_control_01798,control,7.86,0,0,0,0,high_value,web,US
clean_win_treatment_01497,treatment,10.04,1,0,0,0,high_value,ios,DE
clean_win_control_00797,control,8.88,0,0,0,0,high_value,android,US
clean_win_treatment_01231,treatment,10.67,0,0,0,0,returning_user,android,US
clean_win_treatment_00721,treatment,11.09,0,1,1,0,new_user,web,DE
clean_win_control_00566,control,10.93,0,0,1,0,new_user,android,GB
clean_win_treatment_01524,treatment,9.3,1,0,1,0,returning_user,ios,GB
clean_win_treatment_00476,treatment,9.0,0,1,0,0,returning_user,web,US
clean_win_control_00836,control,8.5,0,0,1,0,high_value,android,GB
clean_win_treatment_00513,treatment,10.19,0,0,1,0,returning_user,web,US
clean_win_control_01946,control,9.51,0,0,0,0,returning_user,android,US
clean_win_treatment_01022,treatment,11.12,0,0,1,0,new_user,android,DE
clean_win_control_00974,control,9.21,1,0,0,0,returning_user,android,US
clean_win_treatment_00387,treatment,9.63,0,0,1,0,returning_user,web,GB
clean_win_treatment_00969,treatment,9.75,1,0,1,0,returning_user,web,CA
clean_win_control_00427,control,10.14,0,0,1,0,returning_user,ios,CA
clean_win_treatment_00176,treatment,12.56,0,0,1,0,returning_user,web,DE
clean_win_treatment_00619,treatment,11.18,1,0,1,0,returning_user,android,CA
clean_win_treatment_00076,treatment,9.96,1,1,0,0,new_user,web,GB
clean_win_treatment_01366,treatment,10.98,0,0,1,0,returning_user,web,US
clean_win_control_00297,control,8.96,0,0,0,0,returning_user,android,GB
clean_win_control_00271,control,9.48,0,0,1,0,returning_user,web,DE
clean_win_control_00468,control,11.27,0,0,0,0,high_value,web,US
clean_win_control_01083,control,8.72,0,0,0,0,new_user,ios,US
clean_win_control_01337,control,9.93,0,0,1,0,returning_user,web,GB
clean_win_treatment_00123,treatment,8.57,1,0,1,0,new_user,android,GB
clean_win_control_00294,control,9.48,0,0,0,0,high_value,android,CA
clean_win_treatment_00944,treatment,11.24,0,0,0,0,high_value,web,US
clean_win_control_01009,control,8.62,0,0,1,0,high_value,android,US
clean_win_control_01408,control,8.79,0,0,0,0,new_user,android,US
clean_win_control_00395,control,9.0,1,0,1,0,new_user,ios,GB
clean_win_treatment_00848,treatment,8.62,0,0,1,0,returning_user,ios,CA
clean_win_treatment_00968,treatment,9.35,0,0,1,0,returning_user,ios,US
clean_win_control_00237,control,9.01,1,0,1,0,high_value,android,DE
clean_win_treatment_00529,treatment,9.68,1,0,1,0,returning_user,android,US
clean_win_treatment_00318,treatment,11.06,1,1,0,0,new_user,android,DE
clean_win_control_01184,control,9.82,0,1,1,0,high_value,ios,GB
clean_win_treatment_01196,treatment,12.11,0,0,0,0,returning_user,ios,CA
clean_win_treatment_01005,treatment,10.75,0,0,1,0,returning_user,ios,DE
clean_win_treatment_00731,treatment,9.45,0,0,0,0,new_user,ios,GB
clean_win_control_00537,control,10.31,0,0,0,0,returning_user,android,DE
clean_win_treatment_00592,treatment,10.78,0,0,0,0,new_user,android,GB
clean_win_control_01956,control,9.16,0,0,0,0,new_user,ios,GB
clean_win_control_01284,control,8.51,1,0,0,0,new_user,web,DE
clean_win_treatment_01117,treatment,10.23,0,0,0,0,returning_user,android,DE
clean_win_control_00185,control,10.32,0,0,0,0,returning_user,ios,GB
clean_win_control_01985,control,9.35,0,0,0,0,returning_user,android,DE
clean_win_control_00497,control,10.79,0,0,1,0,returning_user,android,DE
clean_win_treatment_01634,treatment,9.33,0,0,0,0,new_user,android,DE
clean_win_control_00732,control,9.66,1,0,1,0,returning_user,web,CA
clean_win_control_01173,control,9.64,0,0,0,0,new_user,ios,DE
clean_win_treatment_00418,treatment,8.36,1,0,1,0,returning_user,android,US
clean_win_control_00941,control,9.72,0,0,0,0,new_user,ios,CA
clean_win_control_01593,control,10.8,0,0,1,0,new_user,ios,US
clean_win_control_00547,control,11.13,1,0,1,0,new_user,android,CA
clean_win_control_01530,control,11.88,1,0,1,0,returning_user,android,GB
clean_win_treatment_01187,treatment,11.74,0,0,0,0,new_user,ios,US
clean_win_treatment_00125,treatment,9.71,0,0,0,0,new_user,android,GB
clean_win_treatment_00573,treatment,9.21,0,0,1,0,returning_user,ios,CA
clean_win_control_00608,control,8.97,0,0,0,0,new_user,android,CA
clean_win_control_01197,control,9.17,0,0,1,0,returning_user,ios,US
clean_win_control_00473,control,10.49,0,0,0,0,returning_user,android,DE
clean_win_treatment_01847,treatment,11.36,0,0,0,0,high_value,ios,GB
clean_win_control_01448,control,9.98,0,0,0,0,returning_user,android,CA
clean_win_control_01679,control,10.6,0,0,0,0,returning_user,ios,GB
clean_win_control_01945,control,8.97,1,0,0,1,returning_user,web,DE
clean_win_treatment_01977,treatment,9.81,0,0,1,0,new_user,android,GB
clean_win_treatment_00303,treatment,11.16,1,1,1,0,high_value,android,US
clean_win_treatment_00871,treatment,12.13,0,0,1,0,returning_user,ios,DE
clean_win_treatment_01689,treatment,11.32,1,0,0,0,returning_user,ios,CA
clean_win_treatment_01599,treatment,10.02,0,0,1,0,new_user,web,CA
clean_win_control_00976,control,8.46,0,0,0,0,new_user,android,CA
clean_win_treatment_00793,treatment,10.56,0,0,1,0,returning_user,ios,CA
clean_win_treatment_01238,treatment,11.53,1,0,1,0,new_user,ios,CA
clean_win_control_01370,control,11.16,0,0,1,0,high_value,ios,US
clean_win_control_00813,control,8.87,1,1,0,0,new_user,web,US
clean_win_control_00293,control,10.5,1,0,1,0,returning_user,android,DE
clean_win_treatment_01002,treatment,11.18,1,0,0,0,new_user,android,CA
clean_win_control_00901,control,10.59,1,0,0,0,returning_user,web,GB
clean_win_control_01641,control,9.66,0,0,0,0,high_value,ios,DE
clean_win_control_00959,control,9.64,0,0,1,0,new_user,ios,DE
clean_win_treatment_01239,treatment,9.5,0,0,1,0,new_user,web,DE
clean_win_treatment_01343,treatment,11.58,0,0,1,0,high_value,android,CA
clean_win_treatment_00816,treatment,10.37,0,1,0,0,new_user,ios,CA
clean_win_control_01612,control,10.43,0,0,1,0,returning_user,ios,DE
clean_win_control_00123,control,12.24,1,0,0,0,high_value,android,GB
clean_win_control_01265,control,10.14,0,0,1,0,new_user,android,US
clean_win_treatment_01063,treatment,12.21,1,1,0,0,returning_user,android,CA
clean_win_control_00089,control,10.8,0,0,1,0,returning_user,web,DE
clean_win_treatment_00204,treatment,13.4,0,0,0,0,returning_user,android,GB
clean_win_treatment_01464,treatment,11.47,0,0,1,0,returning_user,android,CA
clean_win_treatment_01923,treatment,12.87,0,0,0,0,returning_user,ios,DE
clean_win_control_01429,control,10.81,0,0,0,0,returning_user,android,DE
clean_win_control_01289,control,7.72,0,0,0,0,returning_user,android,GB
clean_win_control_01629,control,10.34,0,0,0,0,new_user,android,DE
clean_win_treatment_01608,treatment,8.03,1,0,0,0,returning_user,web,CA
clean_win_treatment_00365,treatment,10.09,0,0,0,0,high_value,ios,CA
clean_win_control_00049,control,9.57,1,0,1,0,returning_user,ios,GB
clean_win_control_00520,control,11.22,1,0,0,0,returning_user,android,GB
clean_win_treatment_00670,treatment,8.87,1,0,1,0,returning_user,web,CA
clean_win_control_01586,control,10.29,0,0,1,0,high_value,web,DE
clean_win_treatment_01183,treatment,11.41,0,0,0,0,high_value,web,GB
clean_win_control_00206,control,9.03,1,0,0,0,high_value,web,GB
clean_win_control_01193,control,9.51,0,0,1,0,high_value,web,CA
clean_win_control_01812,control,10.58,0,0,1,0,returning_user,android,US
clean_win_treatment_00332,treatment,10.21,0,0,0,0,new_user,web,GB
clean_win_control_00594,control,8.14,0,0,0,0,returning_user,android,US
clean_win_control_00720,control,10.67,0,0,1,0,new_user,android,DE
clean_win_control_01151,control,8.75,1,0,1,0,returning_user,android,US
clean_win_control_01978,control,9.5,0,1,0,0,new_user,android,US
clean_win_treatment_00650,treatment,11.91,0,0,0,0,high_value,web,CA
clean_win_treatment_00908,treatment,11.55,1,0,0,0,returning_user,web,GB
clean_win_control_01757,control,11.53,0,0,0,0,returning_user,ios,GB
clean_win_control_00425,control,10.36,0,0,0,0,new_user,android,GB
clean_win_control_00747,control,7.87,1,0,0,0,high_value,android,GB
clean_win_treatment_01232,treatment,10.71,1,1,0,0,new_user,android,DE
clean_win_control_00936,control,10.44,0,0,0,0,returning_user,android,GB
clean_win_treatment_01362,treatment,11.33,0,1,1,0,high_value,web,CA
clean_win_treatment_01684,treatment,11.73,0,0,1,0,returning_user,web,DE
clean_win_treatment_00218,treatment,13.08,0,0,0,0,new_user,ios,US
clean_win_treatment_00504,treatment,11.47,0,0,0,0,new_user,ios,DE
clean_win_control_01285,control,10.41,0,0,0,0,new_user,android,US
clean_win_treatment_01203,treatment,10.54,0,0,1,0,returning_user,web,US
clean_win_control_01703,control,10.69,0,0,1,0,returning_user,ios,US
clean_win_treatment_00430,treatment,12.62,0,0,0,0,high_value,ios,GB
clean_win_treatment_01904,treatment,11.54,0,0,0,0,new_user,web,GB
clean_win_control_00791,control,9.85,1,0,0,0,new_user,android,US
clean_win_control_01634,control,10.42,1,0,0,0,new_user,web,DE
clean_win_treatment_01777,treatment,12.52,0,0,1,0,returning_user,ios,US
clean_win_control_00099,control,9.67,1,0,0,0,new_user,ios,CA
clean_win_treatment_00171,treatment,10.12,1,1,0,0,returning_user,android,US
clean_win_treatment_01854,treatment,10.34,0,0,1,0,returning_user,web,US
clean_win_control_00874,control,9.01,1,1,1,0,high_value,android,DE
clean_win_control_01654,control,9.48,0,0,0,0,high_value,web,US
clean_win_treatment_01586,treatment,10.51,0,0,1,0,returning_user,ios,CA
clean_win_control_00502,control,11.82,0,0,0,0,returning_user,ios,US
clean_win_treatment_00897,treatment,12.75,1,0,1,0,high_value,web,CA
clean_win_treatment_01478,treatment,9.64,0,0,0,0,high_value,ios,DE
clean_win_control_00799,control,9.83,0,0,0,0,returning_user,ios,DE
clean_win_treatment_01503,treatment,10.86,0,0,1,0,returning_user,android,DE
clean_win_control_00560,control,9.57,0,0,1,0,new_user,web,US
clean_win_treatment_00741,treatment,8.77,0,0,1,0,returning_user,web,CA
clean_win_control_00518,control,11.45,0,0,0,0,new_user,ios,DE
clean_win_treatment_00850,treatment,10.13,1,0,0,0,new_user,android,DE
clean_win_treatment_00499,treatment,11.67,0,0,1,0,new_user,ios,US
clean_win_treatment_01701,treatment,10.6,0,0,1,0,new_user,web,CA
clean_win_treatment_00786,treatment,10.76,0,0,1,0,returning_user,ios,CA
clean_win_control_01699,control,10.39,1,0,1,0,returning_user,web,GB
clean_win_control_00370,control,9.77,0,0,1,0,high_value,android,DE
clean_win_control_00733,control,8.38,0,0,0,0,new_user,web,CA
clean_win_control_00269,control,9.76,0,0,1,0,returning_user,ios,CA
clean_win_control_00603,control,7.9,0,0,0,0,new_user,android,GB
clean_win_treatment_01156,treatment,11.34,0,0,0,0,returning_user,web,US
clean_win_treatment_01504,treatment,10.15,0,0,1,0,new_user,android,CA
clean_win_treatment_00626,treatment,13.13,1,1,1,0,returning_user,ios,CA
clean_win_control_00923,control,10.3,0,0,0,0,new_user,android,CA
clean_win_treatment_01649,treatment,9.94,1,0,0,0,returning_user,web,US
clean_win_control_01199,control,10.77,0,0,0,0,returning_user,ios,CA
clean_win_control_00180,control,10.77,0,0,1,0,new_user,android,US
clean_win_treatment_01014,treatment,9.82,0,0,0,0,high_value,android,CA
clean_win_control_01018,control,6.34,0,0,0,0,returning_user,android,US
clean_win_control_01864,control,8.12,0,0,0,1,new_user,ios,DE
clean_win_control_01557,control,9.58,0,0,0,0,returning_user,web,DE
clean_win_treatment_00849,treatment,10.11,1,0,0,0,returning_user,ios,CA
clean_win_control_00057,control,8.25,0,0,0,0,returning_user,web,DE
clean_win_treatment_00289,treatment,11.08,0,0,1,0,new_user,android,CA
clean_win_treatment_01871,treatment,10.51,0,1,0,0,high_value,android,GB
clean_win_treatment_00943,treatment,12.55,1,1,1,0,new_user,ios,US
clean_win_control_01040,control,10.47,0,0,1,0,returning_user,web,DE
clean_win_treatment_00310,treatment,8.63,1,0,0,0,returning_user,ios,DE
clean_win_control_00682,control,10.73,0,0,0,0,new_user,web,GB
clean_win_control_01287,control,11.84,0,0,1,0,returning_user,ios,GB
clean_win_treatment_01510,treatment,8.5,0,0,1,0,returning_user,web,US
clean_win_treatment_00950,treatment,10.4,0,0,0,0,new_user,android,US
clean_win_treatment_01152,treatment,9.53,0,0,0,0,returning_user,android,US
clean_win_control_01676,control,7.63,0,0,0,0,returning_user,web,DE
